key,country,description,designation,points,price,province,region_1,region_2,variety,winery
23541,Argentina,"Rubber, plastic and black fruit aromas. Feels fat and buttery, but with a streak of acidity that gives it pulse. Flavors of red berry come with oaky support, and the finish is sweet, oaky and warm.",Reserve,84,17,Mendoza Province,Mendoza,,Bonarda,Mi Terruño
23544,Argentina,"Roasted red berry and plum aromas carry the bouquet to a tannic, grabby palate with red fruit flavors and herbal shadings. Feels better on the finish, with tangy red fruit and nothing offensive.",,84,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Sur de los Andes
23545,Argentina,"Rubbery on first take, with sweet chocolate and carob aromas. Feels pretty thick, with a creamy lead into an herbal-tasting palate that's crowded with oak and milk chocolate flavors. Turns resiny on the finish.",Co-Ferment,84,20,Mendoza Province,Mendoza,,Malbec,TintoNegro
23546,Argentina,"Full of red-fruit aromas, particularly plum and cherry. Feels raw, with wild berry, ample oak and a lot of acid-based tang to the palate. Lightly toasty, with a mild cherry flavor to the finish.",Zaphy,84,10,Other,Argentina,,Malbec,Trapiche
23551,Argentina,"Simple and easy to like, with cassis and cherry aromas along with a hint of earth, moss and leather. The palate is fresh, juicy and healthy, with clean, regular raspberry and ripe currant flavors. And the finish is long and mildly toasty. Good, presentable and ready to drink.",Grand Reserve,87,20,Other,San Juan,,Cabernet Sauvignon,Graffigna
23560,Argentina,"Blackberry and slightly green, herbal aromas start it off, and while the flavors maintain that herbal, green-tobacco core, there's enough body, blackberry and oaky coffee and mocha notes to make it a nice wine. Needs more clarity of fruit, cleanliness and purity to reach the peak, but still good as is.",Reserva,87,24,Mendoza Province,Mendoza,,Malbec-Cabernet Sauvignon,Cinco Sentidos
23576,Argentina,"Gummy, rough and huge, with woody aromas, muddled red fruit and a ton of kick. The palate is narrow and grippy, with tarry, concentrated blackberry and wild berry flavors. There isn't much body or complexity to it; it's full-force, tannic and raw. Shows why Petit Verdot isn't usually made into a varietal wine.",Remolinos Vineyard Mini Ediciones,86,35,Mendoza Province,Agrelo,,Petite Verdot,Finca Decero
23585,Argentina,"Every kind of pepper, from green to red to jalapeño, is present on the nose, along with red plum and spice aromas. Feels tight and zesty, with Italian-leaning flavors of tomato, oregano and basil along with cassis and strawberry. Crisp and agile on the finish, but tastes green.",Grand Reserve,84,20,Other,San Juan,,Cabernet Sauvignon,Graffigna
23589,Argentina,"White peach and papaya aromas are sweet and tropical, while saline notes play second fiddle. Feels tangy, juicy and lean, with dilute lemon and green banana flavors. Wet and watery on the finish.",Portillo Estate Bottled,84,10,Mendoza Province,Uco Valley,,Chardonnay,Salentein
23590,Argentina,"Plum, red berry and wild herb aromas combine to create a briary whole. As it airs, the nose turns lemony and hard, while the mouthfeel is tight and limited, with herbal, saucy, red berry flavors. Tomato and basil notes appear on the finish.",Clasico,84,18,Mendoza Province,Mendoza,,Bonarda,Tierra Prometida
23591,Argentina,"Foxy and jumpy on the nose, with candied red-berry and cherry aromas. Feels resiny, but there's enough acid to keep it moving forward. Flavors of plum and berry come with a lot of oak and barrel influence. Finishes resiny, with hints of vanilla and a burnt quality.",Uco Valley Reserve,84,17,Mendoza Province,Mendoza,,Malbec,TintoNegro
23597,Argentina,"Smells clean and mild, with peach and apple aromas. Rather foamy and rough feeling, with tangy flavors of stone fruits, green apple and pineapple. Light, juicy and fruity on the finish, but basic. Made from 100% Chardonnay using the Charmat method.",Extra Brut,84,13,Mendoza Province,Mendoza,,Chardonnay,Coiron
23599,Argentina,"Typically fragrant, with floral aromas vying with mildly green notes of lime and lychee. Feels tangy and downright citric, with lemon, orange, lime and green apple flavors. Cleansing and acidic on the finish, with lemony snap.",Gaucho Spur,84,13,Mendoza Province,Mendoza,,Torrontés,Espuela del Gaucho
23606,Argentina,"Opens with an odd whiff of masa or cornmeal along with herbal berry aromas. Feels angular and narrowing, with herbal plum and dark berry flavors. Turns greener with time, ultimately finishing with brown sugar sweetness and green pepper notes. Good but herbal.",,84,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Lexicon
23626,Argentina,"The opening of lemon, lychee and pineapple is textbook and clean, while the palate is full and oily but not cloying or bitter. In fact, the flavors are pure applesauce and green melon, while the finish is fat and generous. A respectable, honest take on Torrontés.",Desvario,86,10,Mendoza Province,Mendoza,,Torrontés,Bodega Tierra Colorada
23635,Argentina,"Despite being six years old, this is still kicking. The nose is raw and stewy, but it's also ripe and rubbery, with cassis and berry aromas. The palate is thick, bulky and chunky, with heavy, chewy berry fruit flavors in front of a slightly baked finish. One-dimensional but not bad for Argentine Cab.",Limited Reserve,86,24,Mendoza Province,Mendoza,,Cabernet Sauvignon,Viña El Cerno
23642,Argentina,"Minty on the nose, with hints of cured meat, burnt field and spice. Feels fresh, with medicinal plum flavors and oak taking over after the fruit falls off. Finishes lightly spicy and drying. More balanced and less oaky than the winery's '09 reserva.",,84,15,Mendoza Province,Mendoza,,Malbec,Cas'Almare
23646,Argentina,"Chunky and murky on the nose, with melon and papaya aromas. Feels round but light in the center, with vanilla, pear and melon flavors. Fleshy and simple on the finish.",Altos del Plata,84,12,Mendoza Province,Mendoza,,Chardonnay,Terrazas de Los Andes
23652,Argentina,"Burnt and leafy on the nose, with murky, earthy aromas. Feels gritty but lively, with sweet, herbal berry fruit in front of a somewhat dilute and dull finish. A modest, herbal Cab that does the job.",,83,15,Mendoza Province,Mendoza,,Cabernet Sauvignon,Tomero
23654,Argentina,"Cloudy to the eye, with overly green aromas of tomato and bell pepper, along with spice and dried cherry. Feels hot and acidic, with a clipped, cutting palate full of berry flavors, herbs and green pepper. Fresh but herbal on the finish.",Don David Reserve,83,16,Other,Calchaquí Valley,,Cabernet Sauvignon,Michel Torino
23655,Argentina,"Smells unruly, with animal notes, heavy char, rubber and mulchy earth. Gets better with airing, but seems thick on the palate, with stewed berry and mild green notes. Herbal, roasted and sort of weedy on the finish. Has been better in the past.",Yauquén,83,12,Mendoza Province,Mendoza,,Malbec,Ruca Malen
23658,Argentina,"Stalky aromas of burnt hay blend with white fruit scents. Bland apple and stalky flavors are balanced by decent acidity, then finishes with burnt, oily accents.",,83,13,Mendoza Province,Mendoza,,Chardonnay,Amadores
23659,Argentina,"Tomato and herbal aromas tell you most of what you need to know about this bargain-priced Cab. It's somewhat green and sweet, with a raw feel and tannic bite. Tastes of tomato and herbal red plum. Feels light on the finish.",,83,8,Other,San Juan,,Cabernet Sauvignon,Arge & Tina
23667,Argentina,"The grapy nose announces a heavy, flat type of Malbec with intense color but not much in the way of acidic lift or excitement. Feels gummy, with jammy, sweet flavors of blueberry and clove. Stays sweet and sticky on the finish.",Gran Reserva,83,14,Mendoza Province,Mendoza,,Malbec,Viñas de Vila
23668,Argentina,"Foamy in the Asti style, with metallic, earthy aromas of peach and lychee. Feels pretty good, with sweet, basic lychee and honeydew flavors. The finish is simply a carry over from the palate: it's sweet and melony in flavor.",Sustainably Farmed,83,10,Mendoza Province,Mendoza,,Moscato,Árido
23669,Argentina,"Murky smelling, with nondescript berry aromas. Ultratannic and hard in the mouth, much like chewing nails. Meanwhile, the flavors run herbal and earthy, with dark fruit carrying things to a hard, tannic finish.",Casa Marguery,83,15,Mendoza Province,Mendoza,,Cabernet Sauvignon,Familia Marguery
23670,Argentina,"Rubbery and sort of reduced on the nose, with sulfur and gaseous notes. After airing, it shows a juicy but plump mouthfeel with standard, perfectly good blackberry and herbal flavors. Finishes warm, full and toasty, but also a bit lemony and clacky.",Limited Edition Reserve,86,20,Mendoza Province,Mendoza,,Malbec,Espuela del Gaucho
23677,Argentina,"Given the local competition, this Pinot Noir-dominated sparkler is pretty good. It has a peachy color along with creamy aromas that might be a little oxidized but are soft and easy nonetheless. The palate feel is frothy, while the flavors are of peach pits and underripe cantaloupe. Finishes dry and lively.",Método Tradicional Extra Brut,86,16,Mendoza Province,Mendoza,,Champagne Blend,Viniterra
23688,Argentina,"Solid to start out, with mostly clean, fresh berry aromas and some medicinality. The palate is snappy, juicy and clean, with black cherry, plum and berry flavors. Forward on the finish, and composed for what is essentially a standard Malbec.",,86,13,Mendoza Province,Mendoza,,Malbec,Espuela del Gaucho
23694,Argentina,"Slightly earthy and herbal smelling but with enough clean fruit on the nose to make the grade. The palate is fairly flush, with blackberry, baked notes and bitter chocolate flavors. Fleshy and warm overall, with a thick finish that's lightly peppery and toasty.",,86,10,Mendoza Province,Mendoza,,Merlot,Bodega Norton
23700,Argentina,"Smells different than most, with blueberry, carob and exotic sandalwood. Takes a dive on the palate, where it's sweet, syrupy and flat, almost like prune juice. Along those lines, it tastes pruny, with chocolate on the finish. Struggles to achieve balance.",,83,15,Mendoza Province,Mendoza,,Malbec,Manos Negras
23701,Argentina,"Strange smelling, with aromas of exotic spices, blueberry and some other notes that don't come across that well. Feels solid and chunky, with herbal, sweet flavors that culminate in a dry, rubbery, herbal-tasting finish.",,83,10,Mendoza Province,Mendoza,,Malbec,Laberinto
23702,Argentina,"Citric smelling, with clipped aromas of berry fruits. Choppy tannins, heat and raisiny, sweet, cooked berry flavors and stemmy notes finish herbal tasting but full in feel.",Luna Benegas,83,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Benegas
23704,Argentina,"Mild lemon and minerally aromas are about as expressive as it gets, although you get some apple and melon flavors. Finishes with more apple flavor, a fleshy feel and not much follow through.",,83,10,Mendoza Province,Mendoza,,Chardonnay,Tierra de Antes
23709,Argentina,"Neutral smelling except for pithy white fruit aromas. Feels sticky but not cloying, with lychee flavors that turn bitter towards the end. Short on the finish, with little activity or lasting flavor.",,82,9,Mendoza Province,Mendoza,,Moscato,Conquista
23710,Argentina,"Foxy cherry and cough drop aromas are not convincing. Feels astringent and tastes tart, with sharp but candied cherry, faux oak and milk chocolate flavors. Blends sour notes with sweet oak, all to little avail.",Family Vineyards Organic Legacy Old Vines Single Vineyard,82,25,Mendoza Province,Mendoza,,Malbec,Caligiore
